2022-07-26T01:45:42.986Z [error] => 	Hubo un error al guardar: Value for argument "data" is not a valid Firestore document. Cannot use "undefined" as a Firestore value (found in field "emailUsuario"). If you want to ignore undefined values, enable `ignoreUndefinedProperties`.
2022-07-26T01:48:14.379Z [error] => 	Hubo un error al guardar: Value for argument "data" is not a valid Firestore document. Cannot use "undefined" as a Firestore value (found in field "emailUsuario"). If you want to ignore undefined values, enable `ignoreUndefinedProperties`.
2022-07-26T01:49:20.514Z [error] => 	Hubo un error al guardar: Value for argument "data" is not a valid Firestore document. Cannot use "undefined" as a Firestore value (found in field "emailUsuario"). If you want to ignore undefined values, enable `ignoreUndefinedProperties`.
2022-07-26T01:50:43.412Z [error] => 	Hubo un error al guardar: Value for argument "data" is not a valid Firestore document. Cannot use "undefined" as a Firestore value (found in field "emailUsuario"). If you want to ignore undefined values, enable `ignoreUndefinedProperties`.
2022-07-26T02:09:01.611Z [error] => 	Hubo un error al guardar: insert into `carritos` (`emailUsuario`, `estado`, `productos`) values ('seba.bellesi@gmail.com', 'pendiente', ) - ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ')' at line 1
2022-07-26T02:15:13.545Z [error] => 	Hubo un error al eliminar el item del array: Undefined binding(s) detected when compiling FIRST. Undefined column(s): [id_carrito] query: select * from `carrito_productos` where `id_carrito` = ? and `id_producto` = ? limit ?
2022-07-26T02:15:38.181Z [error] => 	Hubo un error al eliminar el item del array: Undefined binding(s) detected when compiling FIRST. Undefined column(s): [id_carrito] query: select * from `carrito_productos` where `id_carrito` = ? and `id_producto` = ? limit ?
2022-07-26T02:20:29.260Z [error] => 	Error signing in >>>  usuariosDao.getByEmail is not a function
2022-07-26T02:20:55.199Z [error] => 	Error signing in >>>  usuariosDao.getByEmail is not a function
2022-07-26T02:30:46.749Z [error] => 	Hubo un error al modificar: update `carritos` set `_id` = 4, `emailUsuario` = 'seba.bellesi@gmail.com', `estado` = 'finalizado', `timestamp` = '2022-07-25 23:13:24.000', `productos` = {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":4,"timestamp":"2022-07-26T02:06:59.000Z","nombre":"Otro3","descripcion":"Otro 3","codigo":"P099","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":674.35,"stock":22,"categoria":"Libreria"} where `_id` = '4' - ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''[object Object]', '[object Object]' where `_id` = '4'' at line 1
2022-07-26T02:32:36.359Z [error] => 	Hubo un error al modificar: update `carritos` set `_id` = 4, `emailUsuario` = 'seba.bellesi@gmail.com', `estado` = 'finalizado', `timestamp` = '2022-07-25 23:13:24.000', `productos` = {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":4,"timestamp":"2022-07-26T02:06:59.000Z","nombre":"Otro3","descripcion":"Otro 3","codigo":"P099","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":674.35,"stock":22,"categoria":"Libreria"} where `_id` = '4' - ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''[object Object]', '[object Object]' where `_id` = '4'' at line 1
2022-07-26T02:33:15.408Z [error] => 	Hubo un error al modificar: update `carritos` set `_id` = 4, `emailUsuario` = 'seba.bellesi@gmail.com', `estado` = 'finalizado', `timestamp` = '2022-07-25 23:13:24.000', `productos` = {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":4,"timestamp":"2022-07-26T02:06:59.000Z","nombre":"Otro3","descripcion":"Otro 3","codigo":"P099","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":674.35,"stock":22,"categoria":"Libreria"} where `_id` = '4' - ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''[object Object]', '[object Object]' where `_id` = '4'' at line 1
2022-07-26T02:42:15.369Z [error] => 	Hubo un error al modificar: update `carritos` set `_id` = 4, `emailUsuario` = 'seba.bellesi@gmail.com', `estado` = 'finalizado', `timestamp` = '2022-07-25 23:13:24.000', `productos` = {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":4,"timestamp":"2022-07-26T02:06:59.000Z","nombre":"Otro3","descripcion":"Otro 3","codigo":"P099","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":674.35,"stock":22,"categoria":"Libreria"} where `_id` = '4' - ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''[object Object]', '[object Object]' where `_id` = '4'' at line 1
2022-07-26T02:50:55.540Z [error] => 	Hubo un error al modificar: update `carritos` set `_id` = 4, `emailUsuario` = 'seba.bellesi@gmail.com', `estado` = 'finalizado', `timestamp` = '2022-07-25 23:13:24.000', `productos` = {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":2,"timestamp":"2022-07-26T02:00:09.000Z","nombre":"prodX","descripcion":"descripX","codigo":"P00B","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":66.44,"stock":77,"categoria":"Libreria"}, {"_id":4,"timestamp":"2022-07-26T02:06:59.000Z","nombre":"Otro3","descripcion":"Otro 3","codigo":"P099","fotoUrl":"https://cloudfront-eu-central-1.images.arcpublishing.com/prisa/AGYRBXKZQH6C4KYQU6IGD2BDIE.jpg","precio":674.35,"stock":22,"categoria":"Libreria"} where `_id` = '4' - ER_PARSE_ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''[object Object]', '[object Object]' where `_id` = '4'' at line 1
2022-07-26T03:04:52.418Z [error] => 	Error signing in >>>  usuariosDao.getByEmail is not a function
2022-07-26T03:05:31.994Z [error] => 	Error signing in >>>  Cannot read properties of undefined (reading 'password')
2022-07-26T03:07:07.761Z [error] => 	Error signing in >>>  data and hash arguments required
2022-07-26T03:12:42.776Z [error] => 	Error signing in >>>  Wrong username or password
2022-07-26T13:40:21.009Z [error] => 	Error signing in >>>  Wrong username or password
2022-07-26T13:41:14.984Z [error] => 	Error signing in >>>  Wrong username or password
2022-07-26T14:04:56.924Z [error] => 	Hubo un error al guardar: E11000 duplicate key error collection: ecommerce.ordenes index: emailUsuario_1 dup key: { emailUsuario: "seba.bellesi@gmail.com" }
